Sirius     06.75248 -16.71611
Rigel      05.24230 -08.20164
Betelgeuse 05.91953 07.40706
Procyon    07.65503 05.24499
Capella    05.27815 45.99799
Arcturus   14.26103 19.18241
Spica      13.41988 -11.13162
Vega       18.61564 38.78369
Deneb      20.69053 45.28034
Antares    16.49013 -26.43200
Altair     19.84639 08.86832
Aldebaran  04.59868 16.50930
